countryPair,scoreSum,Country1,Country2,same
BRU-EGY,2285,BRU,EGY,False
BHM-JAM,2285,BHM,JAM,False
URU-MEX,2285,URU,MEX,False
EGY-BRU,2285,EGY,BRU,False
MEX-URU,2285,MEX,URU,False
BRA-THI,2284,BRA,THI,False
ECU-SEN,2284,ECU,SEN,False
SEN-ECU,2284,SEN,ECU,False
PHI-BFO,2284,PHI,BFO,False
BFO-PHI,2284,BFO,PHI,False
THI-BRA,2284,THI,BRA,False
LIB-MAD,2284,LIB,MAD,False
MAD-LIB,2284,MAD,LIB,False
SAU-BNG,2283,SAU,BNG,False
TUN-SIN,2283,TUN,SIN,False
ALG-MAD,2283,ALG,MAD,False
PHI-MLI,2283,PHI,MLI,False
UAE-SEN,2283,UAE,SEN,False
MLI-PHI,2283,MLI,PHI,False
SIN-TUN,2283,SIN,TUN,False
MAD-ALG,2283,MAD,ALG,False
SEN-UAE,2283,SEN,UAE,False
BNG-SAU,2283,BNG,SAU,False
MEX-GUY,2282,MEX,GUY,False
LIB-JOR,2282,LIB,JOR,False
INS-NIG,2282,INS,NIG,False
NIG-INS,2282,NIG,INS,False
JOR-LIB,2282,JOR,LIB,False
NEP-CHL,2282,NEP,CHL,False
PAK-PAK,2282,PAK,PAK,True
CHL-NEP,2282,CHL,NEP,False
GUY-MEX,2282,GUY,MEX,False
GUY-MLI,2281,GUY,MLI,False
MLI-GUY,2281,MLI,GUY,False
ALG-MOR,2280,ALG,MOR,False
MOR-ALG,2280,MOR,ALG,False
MEX-COS,2280,MEX,COS,False
SIN-QAT,2280,SIN,QAT,False
TUN-YEM,2280,TUN,YEM,False
YEM-TUN,2280,YEM,TUN,False
QAT-SIN,2280,QAT,SIN,False
COS-MEX,2280,COS,MEX,False
CAP-CAP,2280,CAP,CAP,True
DJI-SAU,2279,DJI,SAU,False
MOR-SAU,2279,MOR,SAU,False
SAU-MOR,2279,SAU,MOR,False
PHI-DJI,2279,PHI,DJI,False
DJI-PHI,2279,DJI,PHI,False
SAU-DJI,2279,SAU,DJI,False
BNG-ECU,2278,BNG,ECU,False
NEP-INS,2278,NEP,INS,False
SAU-INS,2278,SAU,INS,False
INS-SAU,2278,INS,SAU,False
INS-NEP,2278,INS,NEP,False
ECU-BNG,2278,ECU,BNG,False
UAE-LIB,2277,UAE,LIB,False
ALG-LIB,2277,ALG,LIB,False
CHL-SEN,2277,CHL,SEN,False
LIB-UAE,2277,LIB,UAE,False
LIB-ALG,2277,LIB,ALG,False
THI-UAE,2277,THI,UAE,False
MLI-THI,2277,MLI,THI,False
SEN-CHL,2277,SEN,CHL,False
SLU-JAM,2277,SLU,JAM,False
THI-MLI,2277,THI,MLI,False
SAU-EGY,2277,SAU,EGY,False
EGY-SAU,2277,EGY,SAU,False
UAE-THI,2277,UAE,THI,False
JAM-SLU,2277,JAM,SLU,False
CHL-PAR,2276,CHL,PAR,False
SEN-OMA,2276,SEN,OMA,False
DJI-LIB,2276,DJI,LIB,False
NEP-TUN,2276,NEP,TUN,False
PAR-CHL,2276,PAR,CHL,False
TUN-NEP,2276,TUN,NEP,False
LIB-DJI,2276,LIB,DJI,False
OMA-SEN,2276,OMA,SEN,False
SUD-ALG,2275,SUD,ALG,False
ALG-SUD,2275,ALG,SUD,False
PER-PAR,2275,PER,PAR,False
PAR-PER,2275,PAR,PER,False
MEX-MAD,2274,MEX,MAD,False
BAR-JAM,2274,BAR,JAM,False
JAM-BAR,2274,JAM,BAR,False
YEM-BNG,2274,YEM,BNG,False
SIN-BAH,2274,SIN,BAH,False
SAU-TUN,2274,SAU,TUN,False
TUN-SAU,2274,TUN,SAU,False
MAD-MEX,2274,MAD,MEX,False
BNG-YEM,2274,BNG,YEM,False
BAH-SIN,2274,BAH,SIN,False
BAR-GUY,2273,BAR,GUY,False
ECU-MAD,2273,ECU,MAD,False
DJI-YEM,2273,DJI,YEM,False
THI-URU,2273,THI,URU,False
COL-ECU,2273,COL,ECU,False
URU-THI,2273,URU,THI,False
KUW-LIB,2273,KUW,LIB,False
GUY-BAR,2273,GUY,BAR,False
THI-KUW,2273,THI,KUW,False
ECU-COL,2273,ECU,COL,False
YEM-DJI,2273,YEM,DJI,False
KUW-THI,2273,KUW,THI,False
JOR-SAU,2273,JOR,SAU,False
JOR-YEM,2273,JOR,YEM,False
MAD-ECU,2273,MAD,ECU,False
LIB-KUW,2273,LIB,KUW,False
SAU-JOR,2273,SAU,JOR,False
YEM-JOR,2273,YEM,JOR,False
JAM-NIG,2272,JAM,NIG,False
NIG-JAM,2272,NIG,JAM,False
UAE-EGY,2272,UAE,EGY,False
COL-SEN,2272,COL,SEN,False
SEN-COL,2272,SEN,COL,False
EGY-UAE,2272,EGY,UAE,False
COL-BRA,2272,COL,BRA,False
BRA-COL,2272,BRA,COL,False
SRI-BFO,2271,SRI,BFO,False
BNG-BFO,2271,BNG,BFO,False
NIG-SEN,2271,NIG,SEN,False
MAD-YEM,2271,MAD,YEM,False
GUY-BLZ,2271,GUY,BLZ,False
YEM-MAD,2271,YEM,MAD,False
SEN-NIG,2271,SEN,NIG,False
BFO-BNG,2271,BFO,BNG,False
BLZ-GUY,2271,BLZ,GUY,False
BFO-SRI,2271,BFO,SRI,False
MOR-GUY,2271,MOR,GUY,False
GUY-MOR,2271,GUY,MOR,False
GUY-OMA,2270,GUY,OMA,False
GUY-COL,2270,GUY,COL,False
COL-GUY,2270,COL,GUY,False
TRI-THI,2270,TRI,THI,False
GUI-GUI,2270,GUI,GUI,True
SIN-KUW,2270,SIN,KUW,False
OMA-GUY,2270,OMA,GUY,False
THI-TRI,2270,THI,TRI,False
BNG-EGY,2270,BNG,EGY,False
KUW-SIN,2270,KUW,SIN,False
EGY-BNG,2270,EGY,BNG,False
MAD-BFO,2269,MAD,BFO,False
GUA-PER,2269,GUA,PER,False
PER-GUA,2269,PER,GUA,False
JAM-COL,2269,JAM,COL,False
SIN-DJI,2269,SIN,DJI,False
PHI-QAT,2269,PHI,QAT,False
COL-JAM,2269,COL,JAM,False
QAT-PHI,2269,QAT,PHI,False
BRA-PHI,2269,BRA,PHI,False
BFO-MAD,2269,BFO,MAD,False
PHI-BRA,2269,PHI,BRA,False
DJI-SIN,2269,DJI,SIN,False
GUY-ALG,2268,GUY,ALG,False
KEN-KEN,2268,KEN,KEN,True
ALG-GUY,2268,ALG,GUY,False
BRA-URU,2268,BRA,URU,False
IND-IND,2268,IND,IND,True
URU-BRA,2268,URU,BRA,False
COS-URU,2268,COS,URU,False
URU-COS,2268,URU,COS,False
MOR-THI,2267,MOR,THI,False
MLI-INS,2267,MLI,INS,False
SYR-SYR,2267,SYR,SYR,True
BRU-ECU,2267,BRU,ECU,False
THI-MOR,2267,THI,MOR,False
ECU-BRU,2267,ECU,BRU,False
SEN-MLI,2267,SEN,MLI,False
INS-MLI,2267,INS,MLI,False
JAM-URU,2267,JAM,URU,False
URU-JAM,2267,URU,JAM,False
MLI-SEN,2267,MLI,SEN,False
TUN-SUD,2266,TUN,SUD,False
SAU-YEM,2266,SAU,YEM,False
MAD-TRI,2266,MAD,TRI,False
TRI-MAD,2266,TRI,MAD,False
SUD-TUN,2266,SUD,TUN,False
YEM-SAU,2266,YEM,SAU,False
TUR-TUR,2266,TUR,TUR,True
PER-NEP,2265,PER,NEP,False
ALG-PHI,2265,ALG,PHI,False
LAO-LAO,2265,LAO,LAO,True
NEP-PER,2265,NEP,PER,False
SAF-SAF,2265,SAF,SAF,True
PHI-ALG,2265,PHI,ALG,False
PHI-BAH,2264,PHI,BAH,False
OMA-SIN,2264,OMA,SIN,False
LIB-SRI,2264,LIB,SRI,False
TUN-MLI,2264,TUN,MLI,False
COL-NEP,2264,COL,NEP,False
SRI-LIB,2264,SRI,LIB,False
OMA-THI,2264,OMA,THI,False
KUW-SUD,2264,KUW,SUD,False
NEP-COL,2264,NEP,COL,False
MLI-TUN,2264,MLI,TUN,False
SUD-KUW,2264,SUD,KUW,False
SIN-OMA,2264,SIN,OMA,False
SIN-UAE,2264,SIN,UAE,False
UAE-SIN,2264,UAE,SIN,False
THI-OMA,2264,THI,OMA,False
BAH-PHI,2264,BAH,PHI,False
SUD-EGY,2263,SUD,EGY,False
EGY-SUD,2263,EGY,SUD,False
MAD-SLU,2263,MAD,SLU,False
SLU-MAD,2263,SLU,MAD,False
SUD-UAE,2262,SUD,UAE,False
UAE-SUD,2262,UAE,SUD,False
AAB-AAB,2262,AAB,AAB,True
GUY-BFO,2261,GUY,BFO,False
DJI-JAM,2261,DJI,JAM,False
GUY-BOT,2261,GUY,BOT,False
MAL-BFO,2261,MAL,BFO,False
BFO-MAL,2261,BFO,MAL,False
BFO-GUY,2261,BFO,GUY,False
BOT-GUY,2261,BOT,GUY,False
JAM-DJI,2261,JAM,DJI,False
SRI-COL,2260,SRI,COL,False
TUN-EGY,2260,TUN,EGY,False
BOT-JAM,2260,BOT,JAM,False
URU-ECU,2260,URU,ECU,False
JAM-BRA,2260,JAM,BRA,False
EGY-TUN,2260,EGY,TUN,False
COL-SRI,2260,COL,SRI,False
JAM-BOT,2260,JAM,BOT,False
ECU-URU,2260,ECU,URU,False
BRA-JAM,2260,BRA,JAM,False
LIB-MOR,2259,LIB,MOR,False
BRU-BFO,2259,BRU,BFO,False
BHM-PER,2259,BHM,PER,False
PER-SAL,2259,PER,SAL,False
JAM-JOR,2259,JAM,JOR,False
CHL-SIN,2259,CHL,SIN,False
SIN-CHL,2259,SIN,CHL,False
PER-BHM,2259,PER,BHM,False
JOR-JAM,2259,JOR,JAM,False
MOR-LIB,2259,MOR,LIB,False
SRI-SUD,2259,SRI,SUD,False
EGY-LIB,2259,EGY,LIB,False
LIB-EGY,2259,LIB,EGY,False
BFO-BRU,2259,BFO,BRU,False
SAL-PER,2259,SAL,PER,False
SUD-SRI,2259,SUD,SRI,False
ALG-THI,2258,ALG,THI,False
ZAM-THI,2258,ZAM,THI,False
SIN-NIG,2258,SIN,NIG,False
NIG-SIN,2258,NIG,SIN,False
PHI-MOR,2258,PHI,MOR,False
THI-ALG,2258,THI,ALG,False
THI-ZAM,2258,THI,ZAM,False
BRA-GUY,2258,BRA,GUY,False
MOR-PHI,2258,MOR,PHI,False
GUY-BRA,2258,GUY,BRA,False
PER-PAN,2257,PER,PAN,False
PAN-PER,2257,PAN,PER,False
MEX-NEP,2257,MEX,NEP,False
NEP-MEX,2257,NEP,MEX,False
NEW-NEW,2257,NEW,NEW,True
BHM-MAD,2257,BHM,MAD,False
MOR-YEM,2257,MOR,YEM,False
MAD-BHM,2257,MAD,BHM,False
YEM-MOR,2257,YEM,MOR,False
PHI-URU,2256,PHI,URU,False
CHL-PAN,2256,CHL,PAN,False
UAE-PHI,2256,UAE,PHI,False
VEN-ALG,2256,VEN,ALG,False
URU-PHI,2256,URU,PHI,False
ALG-VEN,2256,ALG,VEN,False
PHI-UAE,2256,PHI,UAE,False
PAN-CHL,2256,PAN,CHL,False
PHI-VEN,2255,PHI,VEN,False
VEN-BRU,2255,VEN,BRU,False
SEN-ALG,2255,SEN,ALG,False
ALG-SEN,2255,ALG,SEN,False
BRU-VEN,2255,BRU,VEN,False
VEN-PHI,2255,VEN,PHI,False
JAM-ZAM,2254,JAM,ZAM,False
SUD-DJI,2254,SUD,DJI,False
LEB-TUN,2254,LEB,TUN,False
COL-URU,2254,COL,URU,False
TUN-LEB,2254,TUN,LEB,False
ZAM-JAM,2254,ZAM,JAM,False
BNG-VEN,2254,BNG,VEN,False
VEN-BNG,2254,VEN,BNG,False
DJI-SUD,2254,DJI,SUD,False
URU-COL,2254,URU,COL,False
THI-BHM,2253,THI,BHM,False
KUW-PHI,2253,KUW,PHI,False
PHI-KUW,2253,PHI,KUW,False
BNG-TRI,2253,BNG,TRI,False
NIG-NEP,2253,NIG,NEP,False
NEP-NIG,2253,NEP,NIG,False
JOR-SUD,2253,JOR,SUD,False
SUD-JOR,2253,SUD,JOR,False
BHM-THI,2253,BHM,THI,False
TRI-BNG,2253,TRI,BNG,False
VEN-INS,2252,VEN,INS,False
MLI-NEP,2252,MLI,NEP,False
SIN-JOR,2252,SIN,JOR,False
INS-VEN,2252,INS,VEN,False
JOR-SIN,2252,JOR,SIN,False
NEP-MLI,2252,NEP,MLI,False
ECU-INS,2251,ECU,INS,False
SAU-LIB,2251,SAU,LIB,False
INS-ECU,2251,INS,ECU,False
SEN-PER,2251,SEN,PER,False
PER-SEN,2251,PER,SEN,False
LIB-SAU,2251,LIB,SAU,False
PHI-OMA,2251,PHI,OMA,False
OMA-PHI,2251,OMA,PHI,False
CHL-SRI,2250,CHL,SRI,False
ZAM-BNG,2250,ZAM,BNG,False
PHI-ZAM,2250,PHI,ZAM,False
SRI-CHL,2250,SRI,CHL,False
YEM-SUD,2250,YEM,SUD,False
BHM-CHL,2250,BHM,CHL,False
CHL-BHM,2250,CHL,BHM,False
SUD-YEM,2250,SUD,YEM,False
ZAM-PHI,2250,ZAM,PHI,False
BNG-ZAM,2250,BNG,ZAM,False
PHI-BOL,2250,PHI,BOL,False
BOL-PHI,2250,BOL,PHI,False
BFO-SEN,2249,BFO,SEN,False
TRI-SIN,2249,TRI,SIN,False
SIN-TRI,2249,SIN,TRI,False
YEM-ALG,2249,YEM,ALG,False
SEN-BFO,2249,SEN,BFO,False
ALG-YEM,2249,ALG,YEM,False
SIN-ECU,2248,SIN,ECU,False
DJI-EGY,2248,DJI,EGY,False
JOR-NEP,2248,JOR,NEP,False
SEN-TRI,2248,SEN,TRI,False
ECU-SIN,2248,ECU,SIN,False
EGY-DJI,2248,EGY,DJI,False
NEP-JOR,2248,NEP,JOR,False
TRI-SEN,2248,TRI,SEN,False
NIG-TUN,2247,NIG,TUN,False
THI-COS,2247,THI,COS,False
LIB-YEM,2247,LIB,YEM,False
PHI-TRI,2247,PHI,TRI,False
SRI-YEM,2247,SRI,YEM,False
THI-MON,2247,THI,MON,False
TRI-PHI,2247,TRI,PHI,False
TUN-NIG,2247,TUN,NIG,False
MAL-ECU,2247,MAL,ECU,False
YEM-SRI,2247,YEM,SRI,False
COS-THI,2247,COS,THI,False
BRU-TRI,2247,BRU,TRI,False
ECU-MAL,2247,ECU,MAL,False
MON-THI,2247,MON,THI,False
GUY-TAZ,2247,GUY,TAZ,False
SRI-BOL,2247,SRI,BOL,False
TAZ-GUY,2247,TAZ,GUY,False
YEM-LIB,2247,YEM,LIB,False
TRI-BRU,2247,TRI,BRU,False
BOL-SRI,2247,BOL,SRI,False
NEP-ALG,2246,NEP,ALG,False
BAR-MAD,2246,BAR,MAD,False
MAD-BAR,2246,MAD,BAR,False
ALG-NEP,2246,ALG,NEP,False
GUY-MZM,2245,GUY,MZM,False
GUY-BOL,2245,GUY,BOL,False
BNG-SLU,2245,BNG,SLU,False
SLU-BNG,2245,SLU,BNG,False
MZM-GUY,2245,MZM,GUY,False
BOL-GUY,2245,BOL,GUY,False
MAL-VEN,2244,MAL,VEN,False
BFO-TUN,2244,BFO,TUN,False
VEN-MAL,2244,VEN,MAL,False
MOR-EGY,2244,MOR,EGY,False
SAL-CHL,2244,SAL,CHL,False
EGY-YEM,2244,EGY,YEM,False
ZAM-MAD,2244,ZAM,MAD,False
TUN-BFO,2244,TUN,BFO,False
EGY-MOR,2244,EGY,MOR,False
MAD-ZAM,2244,MAD,ZAM,False
DRV-INS,2244,DRV,INS,False
YEM-EGY,2244,YEM,EGY,False
EGY-JOR,2244,EGY,JOR,False
CHL-SAL,2244,CHL,SAL,False
INS-DRV,2244,INS,DRV,False
MON-PER,2244,MON,PER,False
PER-MON,2244,PER,MON,False
JOR-EGY,2244,JOR,EGY,False
MAD-BRA,2243,MAD,BRA,False
SEN-MEX,2243,SEN,MEX,False
ECU-MLI,2243,ECU,MLI,False
MZM-SRI,2243,MZM,SRI,False
JAM-KUW,2243,JAM,KUW,False
GUY-URU,2243,GUY,URU,False
MLI-JAM,2243,MLI,JAM,False
MLI-ECU,2243,MLI,ECU,False
JAM-MLI,2243,JAM,MLI,False
MEX-SEN,2243,MEX,SEN,False
KUW-JAM,2243,KUW,JAM,False
ZAM-SRI,2243,ZAM,SRI,False
SRI-ZAM,2243,SRI,ZAM,False
SRI-MZM,2243,SRI,MZM,False
BRA-MAD,2243,BRA,MAD,False
URU-GUY,2243,URU,GUY,False
PHI-MZM,2242,PHI,MZM,False
BOT-MAD,2242,BOT,MAD,False
JAM-QAT,2242,JAM,QAT,False
ZAM-BRU,2242,ZAM,BRU,False
BRU-ZAM,2242,BRU,ZAM,False
QAT-JAM,2242,QAT,JAM,False
MZM-PHI,2242,MZM,PHI,False
TUN-ECU,2242,TUN,ECU,False
ZAM-SEN,2242,ZAM,SEN,False
MAD-BOT,2242,MAD,BOT,False
SEN-ZAM,2242,SEN,ZAM,False
ECU-TUN,2242,ECU,TUN,False
SLU-SEN,2241,SLU,SEN,False
JAM-BAH,2241,JAM,BAH,False
SEN-SLU,2241,SEN,SLU,False
MLI-DJI,2241,MLI,DJI,False
BNG-TAZ,2241,BNG,TAZ,False
TAZ-BNG,2241,TAZ,BNG,False
BAH-JAM,2241,BAH,JAM,False
DJI-MLI,2241,DJI,MLI,False
MON-JAM,2240,MON,JAM,False
VEN-NEP,2240,VEN,NEP,False
JAM-COS,2240,JAM,COS,False
MAL-TRI,2240,MAL,TRI,False
TRI-MAL,2240,TRI,MAL,False
VEN-GUY,2240,VEN,GUY,False
NEP-VEN,2240,NEP,VEN,False
COS-JAM,2240,COS,JAM,False
JAM-MON,2240,JAM,MON,False
GUY-VEN,2240,GUY,VEN,False
ALG-SIN,2239,ALG,SIN,False
TAZ-BRU,2239,TAZ,BRU,False
MZM-THI,2239,MZM,THI,False
BLZ-JAM,2239,BLZ,JAM,False
THI-SLU,2239,THI,SLU,False
CHL-TRI,2239,CHL,TRI,False
TRI-CHL,2239,TRI,CHL,False
COL-MAL,2239,COL,MAL,False
SUR-SUR,2239,SUR,SUR,True
SLU-THI,2239,SLU,THI,False
BRU-TAZ,2239,BRU,TAZ,False
MAL-COL,2239,MAL,COL,False
SIN-ALG,2239,SIN,ALG,False
THI-MZM,2239,THI,MZM,False
SRI-DRV,2239,SRI,DRV,False
NEP-BRA,2239,NEP,BRA,False
DRV-SRI,2239,DRV,SRI,False
BRA-NEP,2239,BRA,NEP,False
JAM-BLZ,2239,JAM,BLZ,False
THI-BOT,2238,THI,BOT,False
URU-MAD,2238,URU,MAD,False
SIN-PER,2238,SIN,PER,False
SAU-SRI,2238,SAU,SRI,False
BOT-THI,2238,BOT,THI,False
SRI-SAU,2238,SRI,SAU,False
MAD-URU,2238,MAD,URU,False
PER-SIN,2238,PER,SIN,False
LEB-ALG,2238,LEB,ALG,False
ALG-LEB,2238,ALG,LEB,False
NEP-DJI,2238,NEP,DJI,False
DJI-NEP,2238,DJI,NEP,False
MAL-ZAM,2237,MAL,ZAM,False
BFO-INS,2237,BFO,INS,False
INS-BFO,2237,INS,BFO,False
BFO-NEP,2237,BFO,NEP,False
COL-BNG,2237,COL,BNG,False
NEP-BFO,2237,NEP,BFO,False
ZAM-MAL,2237,ZAM,MAL,False
BNG-COL,2237,BNG,COL,False
MOR-SIN,2236,MOR,SIN,False
SIN-MOR,2236,SIN,MOR,False
MZM-BRU,2235,MZM,BRU,False
BAR-THI,2235,BAR,THI,False
GUY-MAS,2235,GUY,MAS,False
SLU-BRU,2235,SLU,BRU,False
BRU-MZM,2235,BRU,MZM,False
THI-BAR,2235,THI,BAR,False
BRU-SLU,2235,BRU,SLU,False
MAS-GUY,2235,MAS,GUY,False
INS-LEB,2234,INS,LEB,False
BNG-LEB,2234,BNG,LEB,False
TUN-CHL,2234,TUN,CHL,False
LEB-INS,2234,LEB,INS,False
MOR-SUD,2234,MOR,SUD,False
JOR-MLI,2234,JOR,MLI,False
SRI-PER,2234,SRI,PER,False
EGY-MAD,2234,EGY,MAD,False
TOG-MAD,2234,TOG,MAD,False
JAM-UAE,2234,JAM,UAE,False
JOR-NIG,2234,JOR,NIG,False
UAE-JAM,2234,UAE,JAM,False
MAL-TAZ,2234,MAL,TAZ,False
NIG-JOR,2234,NIG,JOR,False
SUD-MOR,2234,SUD,MOR,False
LEB-BNG,2234,LEB,BNG,False
BOL-NIC,2234,BOL,NIC,False
NIC-BOL,2234,NIC,BOL,False
TAZ-MAL,2234,TAZ,MAL,False
MAD-EGY,2234,MAD,EGY,False
MAD-TOG,2234,MAD,TOG,False
PER-SRI,2234,PER,SRI,False
CHL-TUN,2234,CHL,TUN,False
MLI-JOR,2234,MLI,JOR,False
MLI-SIN,2233,MLI,SIN,False
SRI-TAZ,2233,SRI,TAZ,False
SUD-SAU,2233,SUD,SAU,False
ALG-ECU,2233,ALG,ECU,False
THI-VEN,2233,THI,VEN,False
SIN-MLI,2233,SIN,MLI,False
ECU-ALG,2233,ECU,ALG,False
TAZ-SRI,2233,TAZ,SRI,False
VEN-THI,2233,VEN,THI,False
SAU-SUD,2233,SAU,SUD,False
AFG-AFG,2232,AFG,AFG,True
SAU-GUY,2232,SAU,GUY,False
SEN-BRA,2232,SEN,BRA,False
BRA-SEN,2232,BRA,SEN,False
GUY-SAU,2232,GUY,SAU,False
NEP-MOR,2231,NEP,MOR,False
BRU-LEB,2231,BRU,LEB,False
TRI-SRI,2231,TRI,SRI,False
LEB-BRU,2231,LEB,BRU,False
JAM-BFO,2231,JAM,BFO,False
BFO-JAM,2231,BFO,JAM,False
BNG-MZM,2231,BNG,MZM,False
TAZ-MAD,2231,TAZ,MAD,False
MOR-NEP,2231,MOR,NEP,False
MAD-TAZ,2231,MAD,TAZ,False
SRI-TRI,2231,SRI,TRI,False
EGY-SRI,2231,EGY,SRI,False
ALG-SAU,2231,ALG,SAU,False
SRI-EGY,2231,SRI,EGY,False
GUY-YEM,2231,GUY,YEM,False
SAU-ALG,2231,SAU,ALG,False
YEM-GUY,2231,YEM,GUY,False
MZM-BNG,2231,MZM,BNG,False
UAE-NEP,2230,UAE,NEP,False
SRI-MEX,2230,SRI,MEX,False
COL-BRU,2230,COL,BRU,False
TUN-COL,2230,TUN,COL,False
SLU-MAL,2230,SLU,MAL,False
NEP-UAE,2230,NEP,UAE,False
MEX-SRI,2230,MEX,SRI,False
BRU-COL,2230,BRU,COL,False
BAH-NEP,2230,BAH,NEP,False
BNG-CHL,2230,BNG,CHL,False
NEP-BAH,2230,NEP,BAH,False
MAL-SLU,2230,MAL,SLU,False
COL-TUN,2230,COL,TUN,False
CHL-BNG,2230,CHL,BNG,False
MON-GUY,2229,MON,GUY,False
GUY-MON,2229,GUY,MON,False
TOG-PHI,2229,TOG,PHI,False
KZK-KZK,2229,KZK,KZK,True
QAT-NEP,2229,QAT,NEP,False
PHI-TOG,2229,PHI,TOG,False
NEP-URU,2229,NEP,URU,False
NEP-QAT,2229,NEP,QAT,False
URU-NEP,2229,URU,NEP,False
TAZ-PHI,2228,TAZ,PHI,False
SRI-BRA,2228,SRI,BRA,False
THI-BOL,2228,THI,BOL,False
MLI-ALG,2228,MLI,ALG,False
PHI-TAZ,2228,PHI,TAZ,False
ALG-MLI,2228,ALG,MLI,False
PAN-MEX,2228,PAN,MEX,False
MZM-SEN,2228,MZM,SEN,False
MEX-PAN,2228,MEX,PAN,False
SEN-MZM,2228,SEN,MZM,False
LEB-JOR,2228,LEB,JOR,False
JOR-LEB,2228,JOR,LEB,False
BOL-THI,2228,BOL,THI,False
BRA-SRI,2228,BRA,SRI,False
BLR-BLR,2227,BLR,BLR,True
ECU-COS,2227,ECU,COS,False
THI-TOG,2227,THI,TOG,False
SEN-SAU,2227,SEN,SAU,False
SAU-SEN,2227,SAU,SEN,False
MEX-PAR,2227,MEX,PAR,False
PAR-MEX,2227,PAR,MEX,False
TRI-ECU,2227,TRI,ECU,False
TOG-THI,2227,TOG,THI,False
COS-ECU,2227,COS,ECU,False
SRI-TOG,2227,SRI,TOG,False
ECU-TRI,2227,ECU,TRI,False
MOR-JAM,2227,MOR,JAM,False
JAM-MOR,2227,JAM,MOR,False
TOG-SRI,2227,TOG,SRI,False
NEP-OMA,2226,NEP,OMA,False
PAR-URU,2226,PAR,URU,False
JOR-CHL,2226,JOR,CHL,False
MZM-MAD,2226,MZM,MAD,False
URU-PAR,2226,URU,PAR,False
BRU-DRV,2226,BRU,DRV,False
CHL-JOR,2226,CHL,JOR,False
MAD-MZM,2226,MAD,MZM,False
DRV-BRU,2226,DRV,BRU,False
OMA-NEP,2226,OMA,NEP,False
BOL-SEN,2225,BOL,SEN,False
NIG-QAT,2225,NIG,QAT,False
BNG-DRV,2225,BNG,DRV,False
BOL-NEP,2225,BOL,NEP,False
BOL-CHL,2225,BOL,CHL,False
BLZ-MAD,2225,BLZ,MAD,False
BHM-BAR,2225,BHM,BAR,False
SEN-BOL,2225,SEN,BOL,False
BAR-BHM,2225,BAR,BHM,False
DRV-BNG,2225,DRV,BNG,False
THI-TAZ,2225,THI,TAZ,False
QAT-NIG,2225,QAT,NIG,False
MAD-BLZ,2225,MAD,BLZ,False
TAZ-THI,2225,TAZ,THI,False
ECU-NIC,2225,ECU,NIC,False
OMA-LEB,2225,OMA,LEB,False
NEP-BOL,2225,NEP,BOL,False
NIC-ECU,2225,NIC,ECU,False
LEB-OMA,2225,LEB,OMA,False
CHL-BOL,2225,CHL,BOL,False
NIG-DJI,2224,NIG,DJI,False
LEB-QAT,2224,LEB,QAT,False
BFO-JOR,2224,BFO,JOR,False
MAL-LEB,2224,MAL,LEB,False
DJI-NIG,2224,DJI,NIG,False
LEB-MAL,2224,LEB,MAL,False
QAT-LEB,2224,QAT,LEB,False
JOR-BFO,2224,JOR,BFO,False
SIN-ZAM,2223,SIN,ZAM,False
MZM-MAL,2223,MZM,MAL,False
PHI-MON,2223,PHI,MON,False
MAL-MZM,2223,MAL,MZM,False
MAD-MAS,2223,MAD,MAS,False
MON-PHI,2223,MON,PHI,False
BRU-CHL,2223,BRU,CHL,False
SUD-MAD,2223,SUD,MAD,False
CAN-CAN,2223,CAN,CAN,True
MAS-MAD,2223,MAS,MAD,False
MAD-SUD,2223,MAD,SUD,False
ZAM-SIN,2223,ZAM,SIN,False
CHL-BRU,2223,CHL,BRU,False
BRU-TOG,2222,BRU,TOG,False
COL-SIN,2222,COL,SIN,False
BFO-DJI,2222,BFO,DJI,False
TOG-BRU,2222,TOG,BRU,False
TOG-SEN,2222,TOG,SEN,False
NAM-PHI,2222,NAM,PHI,False
COS-COL,2222,COS,COL,False
SRI-NAM,2222,SRI,NAM,False
DRV-OMA,2222,DRV,OMA,False
PHI-NAM,2222,PHI,NAM,False
TRI-NEP,2222,TRI,NEP,False
NAM-SRI,2222,NAM,SRI,False
COL-COS,2222,COL,COS,False
SEN-TOG,2222,SEN,TOG,False
OMA-DRV,2222,OMA,DRV,False
SIN-COL,2222,SIN,COL,False
DJI-BFO,2222,DJI,BFO,False
NEP-TRI,2222,NEP,TRI,False
CHL-MAS,2221,CHL,MAS,False
ECU-NIG,2221,ECU,NIG,False
LEB-BAH,2221,LEB,BAH,False
SAL-ECU,2221,SAL,ECU,False
SAL-COS,2221,SAL,COS,False
NIG-ECU,2221,NIG,ECU,False
VEN-SEN,2221,VEN,SEN,False
ECU-SAL,2221,ECU,SAL,False
VEN-NIC,2221,VEN,NIC,False
TOG-MAL,2221,TOG,MAL,False
TRI-PER,2221,TRI,PER,False
MAL-DRV,2221,MAL,DRV,False
MAL-TOG,2221,MAL,TOG,False
PER-TRI,2221,PER,TRI,False
COL-BFO,2221,COL,BFO,False
MAS-CHL,2221,MAS,CHL,False
BAH-LEB,2221,BAH,LEB,False
BFO-COL,2221,BFO,COL,False
COS-SAL,2221,COS,SAL,False
SEN-VEN,2221,SEN,VEN,False
NIC-VEN,2221,NIC,VEN,False
DRV-MAL,2221,DRV,MAL,False
